,TCGA.BH.A1EV,TCGA.BH.A1F8,TCGA.BH.A1F0,TCGA.AC.A2FM,TCGA.BH.A1F2,TCGA.BH.A1FD,TCGA.BH.A1FH,TCGA.BH.A203,TCGA.BH.A1EU,TCGA.BH.A1FM,TCGA.BH.A1FR,TCGA.BH.A1EW,TCGA.BH.A208,TCGA.BH.A1FJ,TCGA.BH.A1EN,TCGA.BH.A1FN,TCGA.BH.A1FE,TCGA.BH.A1ET,TCGA.BH.A204,TCGA.BH.A1EO,TCGA.BH.A1F6,TCGA.BH.A1FC,TCGA.BH.A1FB,TCGA.BH.A1FG,TCGA.BH.A209
cg13406893>GPR133,2.137249008,5.398072429,3.332383407,4.853953374,3.614493722,3.012712963,5.015549326,3.391283017,2.087987924,3.201415705,4.316880021,3.192582163,3.905793989,2.827604631,4.554284206,2.793233258,3.233324359,4.914561211,3.456450392,4.49889319,3.598247026,5.005076134,2.65631631,4.890753055,2.755934828
cg04577786>ANKRD26P1,6.964781228,6.606920034,6.379141807,5.688473635,6.212417081,5.552723622,6.931129069,7.408004974,7.785494814,5.217331169,7.356232034,7.465080375,6.005765519,6.878574613,7.484747169,6.730221977,5.073574766,4.62447838,5.668084349,5.26035942,4.768353408,6.826168164,6.822768946,6.822837928,5.162801202
cg05258294>ZNF598,3.424758941,4.952777594,3.914335246,4.782338363,3.48378698,3.493508727,3.765926235,2.836104562,2.904048059,2.879241041,4.506419706,3.860002879,2.674626782,3.5173117,4.443132185,2.498317501,1.929996668,3.98346913,5.057419892,4.712953962,4.053940495,5.024939211,3.093307812,4.206866596,4.822670972
cg13303203>ANKFY1,5.055651024,4.689527958,3.18560622,3.759569698,2.226104781,3.485249983,4.315800376,2.035322533,3.783802252,2.247812225,2.235121778,3.34940885,2.829730015,2.406710721,3.923283189,2.118610091,2.87289519,2.885183178,3.864957545,2.963218421,3.534837785,4.637113786,2.861225729,2.266280681,4.018647493
cg02779037>RADIL,4.668810743,4.336138733,4.632037851,2.653628787,3.151429567,3.665318528,2.827214175,4.14375188,4.23874737,4.856570579,4.402062238,5.202202665,3.849525652,2.088903371,2.852806439,2.572875855,3.301025182,3.803988003,2.873545185,2.343295799,3.525968738,2.816477137,4.387541172,2.586517062,2.898318823
cg09786329>FAM38A,6.567729965,6.74354017,7.280915266,5.952631967,7.567367345,5.023526169,7.734747214,7.408181378,6.867336223,5.775280194,7.377989635,7.516752526,5.627435854,5.897711298,6.28784877,6.139960769,5.964469176,7.660784427,6.952998341,7.526938851,7.599200175,7.242683536,5.663590991,7.610113282,6.352505364
cg14625636>KIAA1529,1.372384067,4.577511856,3.402014153,3.423671966,2.631546947,3.491112028,2.178933735,3.579699785,3.915977315,1.162312972,2.1890403,2.690968218,4.789411213,2.781232794,2.47257352,2.428863968,1.920578423,2.390788593,4.413775769,4.15903111,2.767359154,2.324277252,4.554204572,3.885788931,4.695723951
cg08916839>AHRR,3.806351291,2.493758041,4.11725432,3.976795909,2.654247644,3.738380186,2.062583482,2.547824801,4.537312252,5.733306782,2.728009571,3.042240893,5.342106425,4.135354077,3.669459591,3.335437007,2.796200561,4.173533465,1.456793043,1.05454046,3.419897345,2.33161798,3.507102331,4.055943451,2.086011368
cg24419436>UBXN6,6.281599957,5.178872913,5.486750052,6.534677001,4.372379737,4.336007497,6.643735825,5.935273244,7.501681591,6.624060102,7.122134371,7.045963461,5.931536432,6.852135447,3.744626449,6.715561714,6.589515917,7.419421558,4.104694356,5.566293547,4.163112406,6.240514077,7.245089133,5.291218096,6.443136886
cg26101485>NA,3.059146156,2.678234182,3.86866411,4.762310899,2.099858759,2.183884255,2.865049195,3.039210135,4.641788577,2.529494193,2.824831298,3.622182833,4.43453833,3.559144479,1.969422669,2.936466264,4.203633753,3.23121827,1.143463567,1.074198284,2.097832561,2.889358717,4.586281073,3.249375048,2.063883957
cg01782247>NA,6.436800251,6.459048462,5.985323548,7.299885477,5.091260078,4.614218399,7.159963586,4.960174038,6.686699322,5.37478557,7.416205617,6.60633802,4.768058529,4.621361535,4.999904181,5.133521206,3.85441261,5.739691326,6.449457177,7.017664342,4.543319838,6.348544324,5.099327169,5.427899755,6.090821387
cg07550554>DCAF4,6.124086071,7.394562177,4.796023717,7.466465568,6.492243945,5.768246827,6.934320781,5.476340833,6.961656244,7.198497409,5.852951179,7.457677395,5.078267216,5.739671966,6.978959825,4.502065188,4.515945675,6.555530673,4.419885199,6.694668111,5.693197482,6.21895291,6.700472298,6.684608202,4.673236856
cg19435859>KIAA0664,3.820010598,5.776010704,4.917895046,5.798519135,5.71965811,6.331677283,6.164524131,3.827899145,5.429524728,6.552795118,4.640233897,4.243612257,4.309771884,5.179388211,5.732897498,4.086316442,4.355990093,4.318954993,4.151484979,3.608806332,4.97307031,4.469744726,4.579189585,5.877452719,4.967119916
rs10882854>NA,0.134434472,5.217590091,1.55023695,5.820219051,5.50861517,4.955807193,1.419685462,1.368439688,4.843435131,5.220894925,1.464669888,5.131134227,1.490100125,5.295814678,5.091728007,5.489132026,1.530598235,5.246128795,1.453116932,5.364074198,1.390239154,0.120629226,5.588199959,5.452905874,1.369516495
cg21609526>PRDM16,4.37573098,2.705834157,2.784307645,2.85145599,5.023527091,3.208321113,4.259173539,4.036576787,3.922095005,3.919911619,2.923668726,4.379325193,4.957738732,2.257737901,3.668879252,4.520331833,4.192642491,4.188266978,4.390837641,2.230688332,2.212341399,2.300803904,3.866302641,3.106766124,4.745753722
cg03657281>SLC22A23,2.562529574,2.542094875,3.853136776,3.665495608,3.249478597,3.121889821,2.738446381,2.10270938,4.032845745,3.9784437,4.606209263,2.504585994,1.004910567,3.11464748,4.412781772,1.786872793,2.381121914,2.269156924,4.164787748,4.582789182,2.500887637,2.596725407,2.588419588,4.768861709,3.683991356
cg20738735>DNAH5,5.717436245,4.802050686,4.201126697,2.723273866,3.909705371,3.517546768,4.93067495,4.826862766,4.217890892,5.499400177,3.12879587,3.601350184,2.46520122,4.015579073,4.244292947,1.486048948,2.731168592,3.452135521,2.34836804,3.161991713,3.402370957,3.226809252,2.395694089,3.788530973,2.192600197
cg22618405>NA,4.542714626,5.4004651,5.292941384,5.175823414,3.739079106,3.591498775,4.233901211,2.960571217,5.358830638,4.398761871,3.425030236,5.198295478,3.115668484,5.264291667,3.903956395,4.888507874,4.671890303,4.592813724,2.763780187,3.401556811,3.85448486,4.346870012,3.972671115,5.209635744,4.28158255
cg26441910>SOLH,4.663072768,5.1104377,6.000506421,6.297271504,4.321123616,4.554765301,5.40831561,6.25570818,7.994156382,5.498197569,5.701788027,4.620966611,4.050633441,5.593928754,4.695711752,4.407319132,4.490410987,7.294259819,4.539214511,7.129801147,3.838096679,5.167292889,5.131458679,6.223694123,6.462947066
cg02026049>BAIAP2,5.291611026,4.220802801,6.278180283,5.152124832,5.218457255,5.711036498,5.346812868,3.700589329,6.486359308,6.070204516,6.003970185,5.854711262,2.403395597,4.633967112,5.222397647,4.325681155,4.249767246,5.728605107,4.968903474,6.122712687,4.320998569,5.081103836,3.558759891,4.63100581,4.360946459
cg08805497>AGAP1,4.17548199,6.086212474,3.814236949,5.689988359,3.515893862,3.657830028,3.206553531,4.939749464,6.631143513,4.141512352,5.38559761,5.289275293,3.905339635,5.234557537,3.741285871,4.512272125,4.366086306,4.815907014,3.503298282,6.0690389,4.124960407,3.376839749,5.101311668,4.138023987,5.844996157
cg04608651>PTRF,4.77980172,4.438083766,2.867721125,4.91945557,2.519792636,2.953005604,3.288060979,3.303933121,4.938498285,3.994427305,3.808662896,4.61023159,3.774978838,3.605798349,3.167679114,4.598724082,2.495460697,2.807566012,1.98312587,2.52830615,2.99720897,5.151426613,4.317708382,3.232713756,3.539467376
cg19254176>SYMPK,5.479718871,4.83732831,4.785277149,4.361151105,5.865240719,3.701048257,5.443633486,5.864832139,4.546417327,4.389617735,5.960836305,2.464186632,5.649699651,3.712947956,6.002889863,5.494123768,5.590413685,3.69615598,5.775868417,6.56553954,5.762295213,3.443988192,4.095923295,4.723218188,4.892808129
cg07635485>GPR133,2.323704017,3.502104603,4.44016439,2.433453465,1.484007156,1.545987671,3.917006918,1.589164411,1.93162577,1.890465675,2.977598155,2.116956446,2.801349119,1.560628335,1.641062432,1.865330037,2.192612614,2.563258202,5.004570103,3.797493047,2.176506265,3.624591716,1.253985848,2.291747785,3.860447186
cg16521032>MIR1228;LRP1,4.072358767,6.366777359,5.37137376,6.532892882,3.926082295,4.292064215,5.918009866,3.672413046,6.909840378,4.370395131,5.380748731,4.475297789,3.485778803,4.783445492,5.10161857,4.430044923,3.884284537,5.017655199,5.830647788,6.572169391,4.336523166,4.720988839,3.910122036,6.00389212,5.131823921
cg27152890>PPP1R13L,4.731482688,4.308487158,5.120525883,4.360114793,3.427947351,3.927054878,4.429013715,3.20247292,6.625529713,5.548551831,3.58850411,5.136081852,3.98849505,3.443853039,4.114803265,2.870997734,3.840319711,5.524067218,3.602338001,3.026073019,3.361426836,3.132994295,5.685258932,4.891960021,3.162367601
cg24831051>MEF2C,6.661317264,3.81152524,5.72845578,5.619658773,4.717412625,3.853400426,6.126072929,6.380581091,5.863815764,3.399551047,6.004852819,5.346450666,5.28907486,4.720939326,6.797384424,5.878777051,3.665826779,6.025639735,6.020946593,6.894214429,6.652448922,4.657751391,3.910764725,7.165764757,6.109592012
cg01890726>GLB1L2,7.232611794,6.036624458,6.840976938,7.256358848,6.29449436,6.46845605,6.36225477,3.774665369,5.237967704,7.051985413,3.80635947,7.39066067,6.439241704,6.594654544,6.874620161,5.781480752,3.479294568,4.318487415,5.472108161,5.143237393,4.652086231,5.860469101,6.697708923,7.707569426,6.865074919
cg09329079>TMEM184A,3.847919721,3.051328013,2.658270948,4.671703307,2.671929871,2.629169618,4.730973904,3.981779259,5.398062834,3.624060419,3.852445943,3.311136619,4.303286376,3.123064562,2.268160495,4.558230509,4.516493161,3.819385714,2.268413294,2.815089905,2.862880228,3.572017534,4.820534057,3.330490937,3.863231221
cg16888603>TSTA3,4.931088932,3.78890155,5.659736882,5.401102261,5.333165604,5.796093815,4.95350789,3.446832254,4.526440061,5.004010164,5.654714772,3.916579072,1.9570714,4.825081956,4.924851659,3.474133485,3.17335728,3.965755114,6.385948083,6.645185081,4.30812666,5.439032782,3.429246797,5.24795755,4.116394454
cg14342106>TNKS1BP1,3.023287469,3.595406983,3.643951459,2.434903366,2.711122773,4.219056129,2.486889399,2.797006176,5.4711464,2.343481735,3.184611128,3.169899442,2.532015005,3.38907257,4.496060064,2.25257051,2.239395416,3.145265135,5.909329525,7.161411017,3.982001129,4.23276693,2.555230692,2.96818202,5.01959548
cg20274267>TNFRSF8,3.945603117,3.532473949,6.142744521,6.110236117,4.102192029,5.328336846,5.08290623,3.971517513,5.320705296,4.206263629,3.777453996,5.237259622,5.690856987,4.655588008,3.491056986,3.644840218,5.299948999,5.357498985,2.656810543,2.863652735,4.480379443,6.015247385,6.825950683,4.765917824,3.738088981
cg26220594>NA,1.005867359,3.780988163,1.503907802,3.852222534,0.998683881,1.261372326,2.93932936,1.552766735,0.855156798,1.354574547,2.779464075,1.364427832,3.792365471,0.737393011,1.041116404,2.401893467,1.426371483,1.511380832,3.911613846,3.219783488,3.163165366,1.789262794,0.893750416,0.612779875,3.010558398
cg09380415>FCGBP,5.774375509,5.346344409,7.319649791,7.233191924,7.183817555,5.607174198,7.018330155,6.486199029,5.507519113,7.209538721,6.138476342,6.279607225,5.55913103,5.542927451,7.226572064,6.597014386,6.478999308,5.888188079,5.989240986,7.127250671,6.263144695,7.198982827,6.938372097,5.579022507,5.207708908
cg11883737>PLXND1,5.160095676,5.185501268,4.684390475,6.883710186,3.568087885,4.344699824,5.605509085,4.71810477,6.405471773,5.296530073,6.119767533,6.585167169,5.100453765,4.428501604,3.284223682,5.738225054,4.787233834,3.681692489,1.965251231,3.104065338,3.70218271,6.085818112,4.989189686,4.272866073,5.850588381
cg16272981>LPCAT1,5.399314472,4.00463811,5.454917797,6.108578889,5.480236157,5.226787136,5.433298344,5.516476551,5.924563638,5.691332757,3.87269066,4.001588864,3.937106844,4.912087341,3.77976244,4.445350732,4.313293747,5.757068878,4.278842388,4.953718853,5.67585405,3.303968968,3.727382961,5.535058381,3.328763521
cg07823492>HOXB1,3.267081495,3.663764662,3.197863092,2.56473452,4.465978672,3.104735783,2.970025728,3.00499509,2.396925982,1.913002637,2.861427414,3.270004511,4.547999646,3.499773477,5.401805295,1.940275085,2.537229904,4.98783141,3.870156856,4.739428281,3.75823978,4.065150443,2.363124404,2.369442911,4.691822558
cg03023681>FBXO32,3.098709273,3.350304847,3.392491233,2.465576416,2.605974222,3.910165087,2.376657708,3.599393899,2.785514088,2.33551403,3.039976765,3.945956357,4.545502548,3.189109756,4.316710598,2.190354956,2.225692718,4.081033154,5.402310448,4.296609058,3.455691857,4.297657936,2.630581131,2.370927132,4.990643586
cg14035969>NA,4.313080542,3.66785409,3.271403076,2.797972969,4.228323626,3.197940688,3.874512534,4.109098857,2.289822402,3.371740555,4.428363206,4.911222151,5.172824414,2.647914063,4.409868538,3.150043998,3.345703224,4.861131378,5.164692235,5.114429101,3.971768118,4.718734621,4.932066438,3.085846102,4.411607983
cg03794530>NA,3.827555117,4.478984886,3.818621569,1.778502173,4.017193005,2.163480845,1.927683568,4.230323848,1.839719847,3.802151718,1.642756234,1.814775625,2.472455522,4.18057128,1.824764383,3.832651802,3.822366977,4.514673177,4.575700785,4.170742638,4.233085851,3.809825645,4.930943454,4.250146988,4.891043193
cg06834177>ACOT7,2.823521582,4.979009532,4.110395967,3.369116535,3.859678377,3.187338994,5.213223081,3.84865313,4.016982778,4.11237116,4.058055128,5.474015254,4.488444377,2.28165611,5.252443472,2.526641605,4.91828887,4.825449502,5.304447287,5.898860884,4.766865176,4.531490856,3.50170193,3.389912913,5.072890403
cg13592780>ADCY5,4.360872979,6.311681858,6.44063379,4.769194284,6.07230866,6.708127558,5.992902098,5.073041911,6.866427807,5.487102204,5.855719253,6.058237496,4.118381115,6.092253589,7.2011755,4.658475154,5.86360933,6.616123079,6.899086353,7.040744596,5.607648091,5.56241592,4.274153726,4.523543084,7.575455228
cg12681784>BAHCC1,4.291171084,3.528403499,4.270105495,2.839090795,2.693924058,4.275243966,4.217107083,2.63471365,4.953274263,3.229287275,3.020367908,3.72175766,1.97906439,3.060917247,4.320297515,2.380362101,2.037743236,3.751297154,4.45293959,5.597786677,4.965755208,4.302211942,1.973892676,2.934320916,3.132116726
cg06038358>PROC,4.43918558,3.775813194,6.82205215,5.365706518,3.565721689,3.164170255,4.927934485,3.827377462,6.416303089,2.794783426,4.359359915,2.825155927,2.931692565,3.851180858,4.299219092,5.254605187,4.111194365,5.1435486,5.715439714,7.147784704,3.878319144,5.931048863,4.095846306,4.436355507,4.847469669
cg16439118>NA,7.287497659,6.865799003,6.800401894,5.563418466,5.227897702,5.211303768,7.67257344,6.230322087,4.55180398,5.66152741,5.735593812,7.058745153,6.913748674,5.086621139,3.741682881,4.512940902,7.081421724,6.214357855,6.126202626,6.334682286,5.582140494,7.336903699,7.341832923,5.693643505,6.995097468
cg23649784>LMNA,6.26837733,5.689984876,5.153059054,6.390002606,3.899246699,5.854874691,6.525036869,6.216380886,6.456891629,3.058177093,6.503725179,6.015254698,4.685144086,6.46256956,4.220555282,6.410604128,4.1101663,6.522571678,4.585297024,6.662877195,6.23224415,5.164661345,4.257220088,5.277278925,4.53315669
cg05557291>KDM2B,3.256543087,3.691646451,4.952609629,3.751873348,3.947049445,3.158130893,3.988175913,2.891089248,5.626345285,4.410880877,3.559645759,2.443739259,2.081696133,2.305676424,4.016866071,2.004604288,2.643837317,3.783174224,5.325070756,5.349560539,2.490629119,3.294934957,2.642893451,4.985262874,3.017046814
cg11892997>PITPNM2,5.183520057,4.34543036,4.5142537,5.970571935,3.972288468,4.00132125,5.692632192,5.025913362,6.067197825,1.969769732,4.864857231,5.703820729,4.938850559,5.489972351,3.8462188,5.956327638,5.622100159,6.05099694,2.626566782,3.658533058,4.226781686,5.036734999,5.933420584,4.5331526,4.768406377
cg09593860>ZBTB16,4.993447034,3.568185339,3.856726274,4.736039118,2.709623291,3.682307452,5.873635502,5.083877452,5.879091631,5.376185899,4.492058081,6.051755961,5.845215701,4.839795727,3.602484196,5.436081967,5.416418545,5.433163886,1.677048901,3.372036447,4.319073321,5.266945327,5.437426774,5.331721042,3.241584275
cg07002602>FLCN,5.879527588,6.259851462,5.966347925,7.292443879,4.269649856,4.396622936,6.549085006,3.442967101,7.091978989,5.977863227,6.555408222,6.121790739,3.258260102,6.305502523,5.839805477,6.519500268,6.560225128,3.707470484,2.609705238,5.681374958,5.685460187,4.713324468,6.642646969,5.762395359,5.720656507
cg24340453>SLC29A4,4.323910068,4.973540711,6.094736776,6.480506679,3.744428069,4.863961315,4.309941487,4.363708408,7.399659584,4.799598871,5.737625669,3.689271568,5.082959999,6.851268672,6.858025609,4.243959216,4.813926527,5.023973982,3.499049894,5.60106628,4.836175372,4.888609486,5.706902179,5.876599109,6.14489989
cg23247068>PDXK,5.33573229,4.638441503,4.89699343,6.749052458,4.790272281,4.417188263,6.330003247,4.867339707,6.754310852,5.927497592,6.824387282,6.40441441,5.306993559,6.383761786,3.937737978,5.675253453,5.45655561,6.52859065,4.353021148,6.059315573,4.726036132,5.624049751,6.130547958,5.1247851,5.80992747
cg01643250>NOTCH3,4.837130753,6.229890451,6.053316725,4.629194759,4.077806061,6.594634333,7.286422161,6.645418573,7.03919316,5.913350704,4.211260167,3.937086581,4.308176648,6.717012604,6.129838702,4.744408886,5.931644635,5.562035096,5.941982249,6.649727963,6.009325368,6.305621354,4.47216271,5.531949503,5.558391273
cg09806900>CUL1,5.366742284,5.724902231,5.544280864,4.408147018,4.53312859,2.974576849,5.206544855,2.792709935,4.687392224,3.77728123,2.25715416,5.212476346,3.233109253,5.085898777,5.124275742,3.309770994,3.382124228,4.304731944,5.415574946,4.586877514,5.776497909,3.903234494,4.60763776,3.865005987,6.211196829
cg13763287>NA,6.462711349,3.632754165,3.249639325,2.580285434,3.548138655,2.666063964,4.431347184,5.251525959,3.657411151,2.865626966,4.060929389,2.581802562,2.988302466,3.283697117,5.375035366,3.987904574,4.660506153,3.015984145,5.864312148,6.719464046,3.969390446,2.679079575,2.686250691,4.19563417,3.713865561
cg16428357>FER1L4,3.994856659,4.171964635,5.140832498,6.345797561,3.39721461,3.633600794,4.397058914,3.561893942,5.780208877,4.387916549,3.983164835,5.339158777,5.881579526,3.522557656,3.345222837,3.243553593,4.93890935,5.035491724,2.963189277,2.158555413,3.264003489,4.759991895,5.850217125,3.787313191,3.546079672
cg10869401>PRDM10,3.723322864,4.291830537,4.330722498,2.828549284,3.093621175,4.30915317,2.773839449,3.486647766,5.171156312,2.934865227,3.908698546,3.406462711,2.263438222,4.081461138,4.737609729,2.668776114,2.472903255,3.98364577,5.030798277,6.430832892,5.086525345,4.544290328,2.411836841,3.014602946,3.977467297
cg10278915>NA,5.237172321,5.900409193,5.589917788,5.430847323,5.397278888,4.182086228,6.214504364,3.644414392,5.892587911,6.059922825,4.837080197,4.440632983,3.262464444,3.770458119,6.398521088,5.357711958,3.574019277,6.079382158,4.020819675,6.050313866,3.973785203,5.704733245,5.746443342,6.420511218,4.700584318
cg08269402>HLA-DRB1,2.851555807,2.664850792,2.00179315,1.527264653,1.284143124,2.897471156,2.761793073,3.492875697,1.887103591,6.888369563,6.755864992,3.164338992,7.087523285,2.466934735,2.646097627,6.502252325,2.594758498,6.808443859,2.232819283,6.415995766,2.606851035,2.862323,2.118765189,6.339271183,3.461103321
cg17754473>CPLX1,3.762207558,5.037640091,5.033274263,4.06359283,3.245627027,2.810026148,3.382876661,4.514322824,3.292155317,3.188573059,4.820803027,3.676544878,4.280390502,3.659993956,4.696977247,2.964996275,2.504101709,2.655966777,3.091517245,2.908323009,3.777493054,4.446956717,2.547790605,4.98664195,2.443882781
