gene_id,Groups,Category,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54
cpg39,Group,D1,0.421175791,0.417813772,0.449527772,0.582503952,0.437232049,0.550826211,0.50180529,0.393576429,0.408476151,0.521159073,0.543695831,0.486388016,0.586471577,0.556963915,0.487690541,0.534940793,0.522658498,0.557382402,0.525664204,0.425979807,0.551830333,0.541355737,0.776164943,0.701733725,0.417314702,0.481958536,0.743609946,0.512864093,0.441164109,0.468036397,0.421090365,0.422602379,0.353699643,0.336574765,0.424149619,0.657679497,0.402783301,0.374506543,0.212311178,0.496689469,0.518361163,0.35331615,0.26593391,0.135093856,0.339462289,0.23138641,0.246138718,0.271100327,0.380069144,0.387022022,0.502361126,0.293851796,0.167878645,0.045077927
cpg40,Group,D1,0.793761923,0.785944267,0.766083477,0.466173689,0.922356707,0.783474506,0.854203969,0.788913576,0.797820283,0.757412058,0.840281203,0.927903209,0.847004383,0.822424143,0.861683083,0.881104728,0.943346729,0.847905216,0.770731469,0.795861355,0.756580531,0.697686953,0.794975464,0.846874987,0.898306758,0.606629469,0.835409104,0.641654943,0.756626859,0.722379265,0.149038674,0.795845175,0.670566812,0.823978372,0.803337166,0.413362031,0.770075703,0.881424416,0.930068913,0.885199298,0.757874712,0.932415371,0.823129973,0.810224289,0.825145147,0.601715073,0.929946819,0.773306635,0.736698813,0.922843011,0.675455828,0.715699503,0.796313451,0.957552304
cpg41,Group,D1,0.585837248,0.522054213,0.551551348,0.207054167,0.533071158,0.403078013,0.513880029,0.547721882,0.664149198,0.498763685,0.460112695,0.601442184,0.497530585,0.511569685,0.483079252,0.514095213,0.468945243,0.447372288,0.388410818,0.590206596,0.580280229,0.456525344,0.124036834,0.358491886,0.456231962,0.552126594,0.189242207,0.279505608,0.190059571,0.123762664,0.417731184,0.534799919,0.441340258,0.661995654,0.643122592,0.150576536,0.480520085,0.373367178,0.107571537,0.756481973,0.660266704,0.05216526,0.746151927,0.675441831,0.156825511,0.783895877,0.705049724,0.616141654,0.328105198,0.142527778,0.208859645,0.259356638,0.500869777,0.811721116
cpg42,Group,D1,0.928849738,0.920786808,0.920273066,0.927177749,0.883540781,0.898293976,0.946994635,0.925874943,0.879359478,0.93449854,0.931349449,0.928445293,0.936422299,0.901083447,0.942919441,0.932998572,0.927005015,0.937573992,0.931707271,0.912294303,0.939841349,0.948487427,0.909034869,0.921421704,0.905497427,0.935575906,0.923488141,0.895832216,0.925031292,0.926538974,0.929508674,0.917588645,0.931225087,0.936608259,0.914979255,0.896604515,0.938040549,0.911708958,0.778585086,0.863409408,0.924861942,0.925246469,0.868997738,0.948022657,0.905559676,0.927607612,0.880989353,0.848295385,0.868105968,0.900744896,0.909274169,0.926485167,0.948525979,0.958450165
cpg43,Group,D1,0.836584286,0.84142935,0.842034166,0.877639391,0.864762048,0.837143459,0.835422756,0.808735054,0.845227349,0.799399482,0.740190349,0.8417992,0.792414765,0.795757392,0.803732254,0.750346497,0.806291231,0.797949974,0.788642741,0.805049045,0.847779923,0.808577344,0.755266441,0.773451712,0.832008869,0.814411602,0.627196685,0.731170146,0.860549632,0.886583318,0.902464489,0.904394688,0.668929067,0.907179823,0.877059294,0.820349899,0.775075154,0.769328051,0.637704667,0.626858866,0.886327586,0.914254133,0.664435755,0.702445408,0.865458111,0.88836235,0.745402837,0.500037961,0.881112757,0.768810276,0.679330073,0.756786343,0.381987154,0.249556586
cpg44,Group,D1,0.358571559,0.318866354,0.300026882,0.363395367,0.341604726,0.374233777,0.385754071,0.213500681,0.391470961,0.334254073,0.34131311,0.394120689,0.380115988,0.344619775,0.357663281,0.344551802,0.386690545,0.318525068,0.330264412,0.320673573,0.374852717,0.412428643,0.339530508,0.415773506,0.318540818,0.38785662,0.36099975,0.494279827,0.385203323,0.398911094,0.571247801,0.573470591,0.528425268,0.446199702,0.529242889,0.440102694,0.478610406,0.46959913,0.483846629,0.64457029,0.474915151,0.308661525,0.694019748,0.237715825,0.397162987,0.537472958,0.764354389,0.636521894,0.508658438,0.671761099,0.444048308,0.367942363,0.276618958,0.397675975
cpg45,Group,D1,0.968806478,0.971417554,0.969239383,0.967903688,0.960837463,0.978634889,0.965438417,0.968869539,0.972252221,0.957117668,0.972148566,0.974590956,0.971322826,0.968403612,0.966888506,0.98069147,0.96994681,0.973682784,0.966050985,0.976143361,0.955888269,0.977068832,0.947988243,0.969805327,0.982863269,0.972478676,0.851254079,0.976719537,0.983706006,0.959980456,0.900859132,0.980595781,0.920867262,0.974656443,0.982527779,0.983279594,0.97622701,0.90939142,0.973584233,0.959966594,0.98325644,0.97179767,0.969486139,0.815793518,0.969697743,0.969662261,0.955481188,0.944237376,0.967105227,0.98287239,0.966382956,0.950855886,0.898856475,0.097294682
cpg46,Group,D1,0.345799577,0.453997075,0.515895046,0.63979149,0.353468193,0.490568217,0.361742093,0.392012141,0.458181559,0.474240378,0.280360626,0.38161813,0.454615614,0.425421773,0.509905602,0.314967443,0.556145251,0.445643006,0.599509321,0.613004501,0.358334731,0.561024381,0.540490086,0.575950191,0.470888014,0.392645415,0.563475337,0.63449891,0.632513209,0.636184706,0.494408576,0.77564924,0.760028749,0.732285328,0.702908573,0.688370245,0.56558801,0.525591403,0.514606808,0.832486955,0.456320697,0.553745892,0.867273854,0.14600111,0.757992736,0.244687171,0.742077718,0.769981548,0.672731263,0.791419448,0.71302203,0.508954113,0.516187617,0.397612013
cpg47,Group,D1,0.615671769,0.587772896,0.599957435,0.247057978,0.588757511,0.578531778,0.639906629,0.635789581,0.629613131,0.68256393,0.760628338,0.69112337,0.7297528,0.756116522,0.682702439,0.730661289,0.694323895,0.733835611,0.548005265,0.649294764,0.654545822,0.701979586,0.687291344,0.67499567,0.515368599,0.677990488,0.688870368,0.137155367,0.67212992,0.6511698,0.576771548,0.799729093,0.063902344,0.823717768,0.703227869,0.222240185,0.584856245,0.572436123,0.545054846,0.901723023,0.777260028,0.919771554,0.883220058,0.077862751,0.778267204,0.927851791,0.678706704,0.097565269,0.680748526,0.809709767,0.537826601,0.121646009,0.417327777,0.046264512
cpg48,Group,D1,0.87610134,0.892215867,0.869401016,0.787741964,0.911463377,0.876738497,0.873437719,0.896318727,0.879504111,0.878540976,0.886422554,0.909585899,0.904443503,0.880396354,0.90266423,0.897248975,0.892266382,0.912628412,0.87326391,0.904473152,0.875737757,0.883008672,0.817276451,0.897437286,0.878643843,0.889871886,0.887277855,0.736186923,0.820119298,0.85052707,0.786932136,0.604029539,0.818748763,0.519958136,0.792138125,0.746743801,0.875739873,0.868166154,0.875253975,0.142540471,0.735260348,0.76484096,0.54830936,0.88287534,0.840218887,0.877889185,0.19091041,0.8576573,0.799374077,0.404500962,0.762990791,0.849521642,0.833178945,0.914181386
cpg49,Group,D1,0.875174891,0.810570681,0.776018795,0.738116885,0.876959148,0.857395372,0.827518747,0.771321555,0.829329493,0.863282753,0.752043575,0.846410397,0.858365394,0.872677843,0.856750269,0.832336863,0.868704428,0.808506682,0.81806329,0.900439605,0.833844043,0.817845813,0.729854071,0.74913975,0.726677937,0.877013066,0.782254308,0.765226949,0.804670001,0.784075394,0.763661846,0.243371879,0.820029484,0.532469557,0.65826898,0.620978112,0.778919519,0.86160615,0.633982262,0.540465019,0.516783475,0.697610475,0.850210894,0.753927874,0.811538602,0.415497412,0.337706583,0.871098985,0.771803269,0.753226678,0.630226608,0.842407377,0.860785648,0.924276466
cpg50,Group,D1,0.504860824,0.563732625,0.599497123,0.746879754,0.641320095,0.683070212,0.563419879,0.541187566,0.575478539,0.611166552,0.604689535,0.527543065,0.668165662,0.562036075,0.569273325,0.554170172,0.549750056,0.58962236,0.615307508,0.575617221,0.559160305,0.636487102,0.717146551,0.694543405,0.496678902,0.522646237,0.712089858,0.611160228,0.581602505,0.596732666,0.50911602,0.866202547,0.820633848,0.575018964,0.551365629,0.885278151,0.78342698,0.747352696,0.757290685,0.776027413,0.56846704,0.895845055,0.776675637,0.463496629,0.78932636,0.784566037,0.868010369,0.784913197,0.745445091,0.445060762,0.740162234,0.73655703,0.52856708,0.237889996
cpg51,Group,D1,0.918419343,0.895194679,0.913279043,0.915357925,0.918920537,0.924602795,0.91548244,0.888160612,0.931967296,0.891860555,0.900920735,0.901258942,0.917033237,0.892942193,0.911889995,0.883586278,0.911481816,0.900015427,0.897755449,0.913420977,0.888432999,0.906986882,0.871705454,0.912199678,0.903264442,0.901358684,0.837908414,0.930086558,0.879760868,0.92821745,0.841053792,0.929271343,0.83607629,0.904471175,0.890150687,0.913468399,0.932291795,0.893714301,0.860029136,0.664563967,0.902307837,0.899914246,0.884941179,0.87935555,0.884102773,0.916021719,0.615536904,0.870462717,0.90930405,0.895364367,0.894479511,0.874497145,0.829317465,0.922025559
cpg52,Group,D1,0.60140689,0.526402022,0.550716381,0.633220847,0.588418369,0.656975,0.540575558,0.521232501,0.559662807,0.564007128,0.591352587,0.520337812,0.665260928,0.577022977,0.578206836,0.492833159,0.521723287,0.548017319,0.514746012,0.489011315,0.562244126,0.60335877,0.60988037,0.626242282,0.497733608,0.562337888,0.609897038,0.742733658,0.663814746,0.668706599,0.548829173,0.680470694,0.438248137,0.387488607,0.685012981,0.72972093,0.687708387,0.639962829,0.19009751,0.116683311,0.646217419,0.505528193,0.637841725,0.395495136,0.227895457,0.691905556,0.741375559,0.313972942,0.668223567,0.743709454,0.686789526,0.706511007,0.292138374,0.113680801
cpg53,Group,D1,0.506071786,0.417400885,0.406121746,0.454403781,0.437412005,0.507104762,0.48396321,0.44396659,0.505173215,0.601862113,0.503091013,0.41930066,0.589045298,0.456860494,0.556533702,0.585892296,0.529212886,0.551668094,0.487391121,0.473745767,0.446545614,0.480534297,0.67664196,0.612005416,0.389717778,0.486056528,0.632860277,0.448942014,0.458877934,0.578201792,0.418905137,0.682218532,0.430622621,0.689059274,0.506346827,0.423353436,0.577331745,0.625845059,0.566364462,0.558664608,0.30030869,0.664398071,0.258976776,0.798207962,0.271841707,0.694450964,0.55733688,0.763427174,0.622137288,0.489458534,0.562286321,0.460356231,0.599095895,0.031398148
cpg54,Group,D1,0.929538291,0.921727097,0.938804525,0.914137832,0.913162976,0.910916178,0.928197973,0.92467088,0.95618297,0.917797203,0.918551366,0.928479857,0.940257926,0.9370441,0.93985105,0.928054305,0.921226606,0.921542733,0.917215058,0.942380208,0.921013858,0.924570511,0.923473137,0.941320357,0.897411258,0.940383473,0.929233146,0.944489735,0.961612411,0.943332955,0.912200544,0.950845822,0.93614464,0.937643416,0.948013442,0.910127236,0.947523066,0.867526187,0.912368435,0.928197781,0.938162881,0.920103894,0.924487235,0.934653185,0.927007728,0.920291678,0.948077694,0.931605837,0.92759099,0.944610585,0.810272968,0.950961688,0.898602682,0.932824808
cpg55,Group,D1,0.043702697,0.03818955,0.076310624,0.11629381,0.068545209,0.084744709,0.13172334,0.065649525,0.041643528,0.169601116,0.134556675,0.04969651,0.114374779,0.139876962,0.119302282,0.089702361,0.091179202,0.120834769,0.154886262,0.11679215,0.123005226,0.198279447,0.244871589,0.177355956,0.072667175,0.233939132,0.151087165,0.12471562,0.089267227,0.142131219,0.067126045,0.035249303,0.101802806,0.045321861,0.061949696,0.136789653,0.130325232,0.116668331,0.055205429,0.492511752,0.094115355,0.035186208,0.509253773,0.063758221,0.357409724,0.028134989,0.708704323,0.427407558,0.187241898,0.054857333,0.492640791,0.076277578,0.196290968,0.02097595
cpg56,Group,D1,0.655168466,0.680184029,0.701310686,0.761668695,0.62214327,0.777581378,0.635681326,0.565134742,0.661511986,0.703224029,0.611817187,0.652753668,0.699963804,0.728596072,0.617833554,0.756374603,0.68974424,0.707498604,0.697567881,0.598229264,0.642790321,0.673534467,0.765535469,0.789387596,0.666363699,0.571847313,0.74464272,0.640690231,0.65835346,0.663073865,0.469743674,0.883562901,0.399577597,0.791483804,0.647563251,0.690472304,0.857919463,0.542038613,0.415844136,0.482491982,0.651375321,0.569605949,0.58008619,0.211889888,0.763536453,0.45801642,0.29637786,0.251351818,0.712916698,0.281614406,0.627063623,0.599839929,0.338046286,0.099527816
cpg57,Group,D1,0.452421787,0.46584029,0.640521283,0.655746084,0.509373659,0.588315371,0.640619458,0.375745446,0.501252475,0.594496785,0.4593556,0.544569214,0.536990535,0.532328571,0.430931233,0.588505343,0.590668372,0.639903296,0.486716151,0.548556114,0.531159679,0.592402373,0.675618114,0.682139408,0.465579717,0.555599509,0.820402557,0.425529297,0.422212616,0.292700836,0.322914186,0.194682001,0.261026089,0.18989818,0.193178222,0.652835257,0.274460453,0.157358566,0.129251327,0.074134498,0.274989654,0.092722278,0.045728427,0.801985053,0.197047586,0.058567674,0.059854006,0.21243791,0.240759139,0.115255338,0.330522133,0.486071619,0.34924705,0.307135825
cpg58,Group,D1,0.038091015,0.077341453,0.046337338,0.036369245,0.25156697,0.160324391,0.052001161,0.032122603,0.055986346,0.085208795,0.072245926,0.052298584,0.077044109,0.049441566,0.086169897,0.094863519,0.041027661,0.048255376,0.049253464,0.045243313,0.030582679,0.03956601,0.109920777,0.09201472,0.065602414,0.142812212,0.049392417,0.213874166,0.265430708,0.452564463,0.025649607,0.650820846,0.133199336,0.092773422,0.515520684,0.158819629,0.361971237,0.490406706,0.616583289,0.031267436,0.495493516,0.742127248,0.813514173,0.029501656,0.575577138,0.0206984,0.795747695,0.708756198,0.540113173,0.671715459,0.46855828,0.036020563,0.039895137,0.024392503
cpg59,Group,D1,0.683905322,0.573684813,0.572098518,0.535585566,0.67382657,0.633572813,0.598065446,0.548946876,0.623111564,0.59878792,0.575497406,0.565364531,0.675515438,0.579883428,0.578019828,0.555916017,0.595544053,0.570278287,0.531062307,0.6316479,0.5612036,0.556100882,0.470232695,0.538885418,0.545108235,0.571984887,0.50088727,0.511181624,0.458449139,0.579712497,0.579091462,0.655352262,0.559061954,0.700499869,0.64044641,0.465490121,0.64125884,0.51666802,0.312176224,0.753532364,0.65159509,0.280123267,0.59838192,0.762403301,0.658354025,0.336035868,0.718103642,0.423147652,0.469146877,0.50991196,0.628293347,0.385578808,0.545431188,0.726307032
cpg60,Group,D1,0.914974166,0.872248076,0.851995228,0.805979474,0.897714263,0.874215025,0.905311375,0.839575581,0.893189986,0.884579124,0.911261141,0.894880729,0.852521332,0.901365263,0.887864026,0.853553031,0.859359607,0.872710901,0.920192267,0.914303272,0.825174535,0.877714073,0.655829525,0.835195758,0.842770467,0.86006927,0.791392486,0.829948038,0.858493238,0.859469796,0.85091387,0.662735217,0.784062863,0.76836741,0.786344884,0.791245243,0.872291765,0.885675057,0.791972183,0.775621972,0.889714472,0.685210572,0.852703172,0.836667492,0.873421431,0.68616865,0.581706411,0.852135222,0.834643594,0.745672291,0.733851037,0.780880788,0.789807894,0.942095616
cpg61,Group,D1,0.141956194,0.194492764,0.136059512,0.073371538,0.110863701,0.176984331,0.210342709,0.112172849,0.145685092,0.215777301,0.197530651,0.133786101,0.273134967,0.178515951,0.184978523,0.215556781,0.207871181,0.224846643,0.148602395,0.159556221,0.133973009,0.201540034,0.230313084,0.250999035,0.119925894,0.174173525,0.420541266,0.126437712,0.086988573,0.076016627,0.133191088,0.175987547,0.051728611,0.072914975,0.072924868,0.091611211,0.088074244,0.23716627,0.114415891,0.334647111,0.103507903,0.055409843,0.096108988,0.066104456,0.072716263,0.047292178,0.066162292,0.075435126,0.225432187,0.071094366,0.101903187,0.081542294,0.245431718,0.029479655
cpg62,Group,D1,0.493511416,0.532004521,0.541617294,0.699744474,0.549672126,0.579776843,0.5177185,0.508070142,0.549236013,0.524539076,0.50205975,0.571141289,0.472790666,0.532395323,0.488543695,0.488024656,0.56161071,0.435782173,0.585253801,0.507033952,0.485779449,0.650871896,0.528464483,0.524025298,0.49083491,0.502545404,0.480088354,0.683113456,0.602495379,0.582111016,0.764940691,0.73520336,0.753736816,0.577405374,0.497987286,0.699869953,0.64951308,0.411350014,0.463039286,0.611161162,0.503106405,0.293214127,0.777141697,0.311688947,0.752921508,0.730625843,0.6180276,0.755821987,0.55255496,0.718745015,0.645006177,0.727701585,0.408281905,0.166412392
cpg63,Group,D1,0.040640763,0.029522106,0.039898612,0.025171384,0.03547001,0.040237883,0.043816701,0.088848772,0.055115206,0.067957942,0.07389768,0.050487885,0.064608117,0.042746008,0.039806048,0.055101882,0.047985873,0.043891751,0.055413038,0.040971398,0.057763128,0.084028233,0.062935722,0.066147892,0.053466269,0.063876533,0.044661863,0.022545423,0.032366632,0.028698468,0.02517071,0.03849205,0.024359807,0.127874943,0.026233036,0.027041232,0.025645249,0.018768671,0.042507238,0.076245598,0.03597472,0.022428757,0.022276932,0.020066112,0.025189929,0.10307924,0.016586218,0.030212979,0.023759065,0.043599498,0.02109544,0.032520118,0.035655266,0.015812022
cpg64,Group,D1,0.983202125,0.978445033,0.979389143,0.968112355,0.971118716,0.976400426,0.976705404,0.974388968,0.975870691,0.963758311,0.971250665,0.977619407,0.979858381,0.979056094,0.976161968,0.977501814,0.971821146,0.973457977,0.959409306,0.977912105,0.981049444,0.976476938,0.949938412,0.960630783,0.977807918,0.983950438,0.972185927,0.977852251,0.956100745,0.975721096,0.973250811,0.924470079,0.971985198,0.958217889,0.978954139,0.969463293,0.978189634,0.97746179,0.973017497,0.897151419,0.976983206,0.966015306,0.971780874,0.980551019,0.98235635,0.976333274,0.959573175,0.977444092,0.970710314,0.979789396,0.980482328,0.975515049,0.969338454,0.983340956
cpg65,Group,D1,0.48519325,0.478192324,0.63731391,0.314777129,0.552737767,0.464153482,0.634702154,0.514228053,0.573270708,0.527030612,0.578958822,0.617998213,0.554805977,0.558748235,0.519174225,0.606574168,0.646090478,0.635608839,0.498891069,0.668094378,0.612652167,0.62872777,0.406919652,0.520691473,0.440685672,0.540192072,0.59457698,0.210984811,0.399520004,0.382855535,0.117093325,0.671136431,0.256213657,0.25030695,0.262421559,0.240388544,0.517171363,0.255661483,0.391682796,0.771870383,0.604190343,0.132266428,0.474916642,0.561737146,0.59471629,0.084886527,0.741516804,0.523910744,0.460087924,0.625716288,0.182138691,0.286902633,0.285153674,0.076734249
cpg66,Group,D1,0.787193008,0.882165972,0.860416636,0.870672013,0.825229439,0.796408587,0.823385562,0.809313222,0.83226411,0.844032552,0.754302988,0.857326398,0.801137706,0.838252621,0.789506974,0.652442762,0.85687768,0.842010228,0.795165004,0.708857198,0.863710181,0.88297302,0.838726838,0.862157673,0.839049505,0.796783192,0.661290063,0.748686041,0.669373564,0.875186892,0.897215505,0.876567339,0.914579074,0.747229532,0.608965751,0.887929235,0.704326368,0.861406137,0.614807192,0.820302257,0.658854686,0.468933301,0.874448807,0.87966103,0.88003677,0.890185578,0.442609898,0.8636359,0.739361582,0.832448129,0.626538656,0.796288645,0.920871082,0.338524516
cpg67,Group,D1,0.841495217,0.884419105,0.817893814,0.548156903,0.802550882,0.795732913,0.801162142,0.780731321,0.864535594,0.813615885,0.737813326,0.875755042,0.8255006,0.789689347,0.746257507,0.860296176,0.797013067,0.743252427,0.706321527,0.817314945,0.797482852,0.768319684,0.520575444,0.732895394,0.811180042,0.846795129,0.658558973,0.423402816,0.626848834,0.75797693,0.575449013,0.769007155,0.593956288,0.85495125,0.768496009,0.50840942,0.796224058,0.788984219,0.5693774,0.376686171,0.815186469,0.416730977,0.889996271,0.146793573,0.722745714,0.900452387,0.839124044,0.30258234,0.740492787,0.897664442,0.571425822,0.305709125,0.324163179,0.055573023
